sbd_id,end_date,model_name,stop_reason,cost_usd,cost_usd_specialist,cost_usd_orchestration,cost_usd_critic,cost_usd_robustness,ledger_rows,real_requests,dup_pct,variants_tested,explore_rounds,explore_keeps,specialist_runs,specialist_runs_empty,specialist_proposals,cost_usd_enablement
99698,2026-08-12,Qwen3-0.6B,global_converged,138.17,67.85,69.62,0.7,0.0,2378,1215,48.9,72,14,4,28,1,137,0.0
99705,2026-08-12,gpt-oss-120b,global_converged,133.21,121.2,10.15,1.71,0.15,133,133,0.0,9,8,0,17,3,44,0.0
99707,2026-08-12,Mixtral-8x7B-Instruct-v0.1,global_converged,119.37,62.66,55.58,1.13,0.0,1567,941,39.9,27,9,2,10,2,33,0.0
99708,2026-08-12,Llama-3.1-8B-Instruct,global_converged,86.69,32.89,53.8,0.0,0.01,1257,831,33.9,30,5,2,10,2,35,0.0
99710,2026-08-12,MiniMax-M3-MXFP4,conc_sweep_done,46.92,42.27,4.29,0.34,0.02,1261,543,56.9,12,2,0,13,2,39,21.08
99712,2026-08-12,DeepSeek-V4-Pro-MXFP4,time_exhausted,2.18,0.0,0.0,0.0,2.18,312,305,2.2,0,0,0,0,0,0,0.0
99717,2026-08-12,Qwen3-8B,global_converged,87.48,32.08,54.87,0.46,0.06,1474,835,43.4,37,8,2,12,3,54,0.0
99721,2026-08-12,GLM-5.2-MXFP4,signal,111.84,105.23,6.21,0.31,0.09,71,70,1.4,0,0,0,5,0,7,105.23
99722,2026-08-12,gpt-oss-120b,global_converged,114.12,53.4,59.82,0.89,0.02,1819,977,46.3,42,9,2,17,2,77,0.0
99723,2026-08-12,Qwen3.5-397B-A17B-MXFP4,global_converged,68.62,15.98,52.04,0.6,0.0,926,535,42.2,19,4,0,7,1,30,0.0
99724,2026-08-12,DeepSeek-V4-Pro,signal,3.35,0.0,3.07,0.2,0.07,40,40,0.0,0,0,0,0,0,0,0.0
99725,2026-08-12,Qwen3-0.6B,global_converged,367.37,348.04,17.12,1.92,0.29,196,196,0.0,16,11,4,30,6,70,0.0
99758,2026-08-13,GLM-5.2-MXFP4,conc_sweep_done,37.49,29.91,7.17,0.37,0.04,1198,487,59.3,7,2,1,12,0,50,8.84
99759,2026-08-13,GLM-5.2-MXFP4,signal,17.61,5.37,11.72,0.26,0.26,313,199,36.4,0,0,0,0,0,0,0.0
99762,2026-08-14,gemma-4-26B-A4B-it,global_converged,163.13,128.24,34.28,0.61,0.0,3970,1946,51.0,24,6,4,52,6,205,0.0
99796,2026-08-12,DeepSeek-V4-Flash-0731,global_converged,57.61,45.32,10.8,1.25,0.24,140,140,0.0,7,6,0,8,0,17,12.49
99797,2026-08-13,DeepSeek-V4-Flash-0731,conc_sweep_failed,95.44,77.93,16.76,0.72,0.04,2802,1384,50.6,27,6,1,29,1,117,27.82
99800,2026-08-12,DeepSeek-V4-Pro,enablement_stalled,38.4,22.09,15.81,0.31,0.19,157,154,1.9,0,0,0,5,1,5,22.09
99801,2026-08-12,DeepSeek-V4-Pro,,14.07,2.04,11.55,0.37,0.11,121,121,0.0,0,0,0,1,0,2,2.04
99820,2026-08-12,DeepSeek-V4-Pro-MXFP4,conc_sweep_done,56.77,45.87,10.23,0.6,0.08,1376,630,54.2,0,1,0,11,1,43,20.5
99826,2026-08-12,GLM-5.2-MXFP4,conc_sweep_done,154.56,144.28,9.18,0.89,0.21,116,116,0.0,10,3,2,15,4,27,82.76
99831,2026-08-14,GLM-5.2-MXFP4,baseline_failed,4.74,0.0,4.56,0.12,0.06,37,37,0.0,0,0,0,0,0,0,0.0
99839,2026-08-12,Kimi-K3,conc_sweep_failed,34.8,32.14,1.99,0.57,0.1,201,105,47.8,0,0,0,11,1,29,0.0
99846,2026-08-12,Llama-3.1-8B-Instruct,global_converged,78.78,63.75,13.25,1.58,0.2,138,138,0.0,6,5,0,14,4,28,0.0
99848,2026-08-12,Llama-3.1-8B-Instruct,global_converged,75.69,62.95,11.05,1.52,0.17,135,135,0.0,3,5,0,23,4,60,0.0
99856,2026-08-12,MiniMax-M3-MXFP4,conc_sweep_done,29.74,22.75,6.64,0.3,0.06,662,308,53.5,6,2,2,6,0,27,13.1
99874,2026-08-12,Qwen3-0.6B,global_converged,9.28,0.0,7.81,1.3,0.17,141,141,0.0,31,11,1,14,14,0,0.0
99878,2026-08-13,Qwen3-0.6B,robustness_escalated,10.57,7.42,2.94,0.12,0.09,38,38,0.0,0,0,0,2,0,4,0.0
99879,2026-08-14,Qwen3-0.6B,robustness_escalated,17.11,13.44,3.46,0.12,0.09,40,40,0.0,0,0,0,2,0,4,0.0
99880,2026-08-14,Qwen3-0.6B,robustness_escalated,14.6,8.3,6.05,0.12,0.14,59,59,0.0,0,0,0,2,0,3,0.0
99891,2026-08-12,Qwen3-14B-FP8,conc_sweep_failed,47.25,40.91,5.91,0.38,0.04,1060,457,56.9,24,4,2,5,1,24,0.0
99892,2026-08-12,Qwen3-14B-FP8,conc_sweep_failed,19.25,14.09,4.7,0.45,0.02,440,200,54.5,15,3,0,8,0,34,0.0
99910,2026-08-12,Qwen3-8B,global_converged,49.08,39.35,8.32,1.26,0.15,108,108,0.0,12,7,1,12,2,23,0.0
99911,2026-08-12,Qwen3-8B,robustness_escalated,95.87,79.78,14.57,1.23,0.29,165,165,0.0,0,0,0,15,5,29,0.0
99918,2026-08-12,Qwen3.5-397B-A17B-MXFP4,conc_sweep_done,21.4,14.9,5.96,0.47,0.07,428,190,55.6,11,3,3,7,0,39,0.0
99945,2026-08-12,ERNIE-Image-Turbo,global_converged,41.04,27.48,12.87,0.66,0.03,771,368,52.3,21,3,3,12,0,51,0.0
99949,2026-08-12,FLUX.1-dev,conc_sweep_done,104.82,84.88,18.89,1.04,0.01,2039,915,55.1,8,2,2,20,0,94,25.18
99951,2026-08-12,FLUX.1-schnell,global_converged,65.74,48.4,16.76,0.57,0.01,1089,531,51.2,25,4,4,11,1,51,0.0
99958,2026-08-12,HiDream-I1-Fast,conc_sweep_done,62.02,49.18,12.04,0.8,0.0,1240,601,51.5,5,2,0,19,4,61,17.5
99963,2026-08-12,Nucleus-Image,global_converged,80.21,62.91,16.6,0.68,0.01,996,481,51.7,24,5,0,12,1,57,0.0
99969,2026-08-12,Qwen-Image,global_converged,64.66,46.07,17.93,0.63,0.03,1305,552,57.7,60,6,5,23,5,91,0.0
99974,2026-08-12,SD-3.5-large,global_converged,102.71,81.97,19.71,1.01,0.03,1735,835,51.9,20,5,3,23,0,117,9.28
99980,2026-08-12,Z-Image-Turbo,conc_sweep_failed,62.56,55.03,7.05,0.47,0.01,926,454,51.0,14,1,0,9,0,45,0.0
99985,2026-08-12,Z-Image-Turbo,time_exhausted,137.42,113.02,23.25,1.12,0.03,2763,1292,53.2,34,6,0,42,4,193,0.0
100003,2026-08-14,Qwen3-0.6B,global_converged,128.61,110.55,16.14,1.64,0.26,184,183,0.5,0,0,0,25,4,24,0.0
100019,2026-08-14,DeepSeek-V4-Flash-0731,target_reached,122.23,65.52,55.15,1.32,0.24,1880,930,50.5,4,2,2,23,1,97,17.45
100025,2026-08-14,Qwen3-8B,global_converged,255.26,235.65,16.86,2.44,0.3,246,246,0.0,23,10,1,48,9,84,0.0
100028,2026-08-14,MiniMax-M3-MXFP4,conc_sweep_done,45.56,32.96,11.98,0.63,0.0,1068,642,39.9,3,1,1,8,1,23,6.34
100031,2026-08-14,Qwen3-14B-FP8,signal,38.64,29.98,8.05,0.57,0.03,1051,502,52.2,0,0,0,0,0,0,0.0
100049,2026-08-14,FLUX.1-dev,enablement_stalled,44.82,35.67,8.65,0.49,0.0,892,465,47.9,0,0,0,8,2,10,35.67
100053,2026-08-14,FLUX.1-dev,enablement_stalled,34.58,29.63,4.67,0.28,0.0,767,418,45.5,0,0,0,5,3,4,29.63
100054,2026-08-14,FLUX.1-dev,enablement_stalled,47.34,37.96,8.84,0.54,0.0,1013,533,47.4,0,0,0,8,1,10,37.96
100055,2026-08-14,FLUX.1-dev,enablement_stalled,47.92,38.76,8.65,0.5,0.01,1314,558,57.5,0,0,0,9,3,11,38.76
100056,2026-08-15,FLUX.1-dev,enablement_stalled,33.17,28.96,3.94,0.28,0.0,718,395,45.0,0,0,0,5,3,3,28.96
100063,2026-08-14,FLUX.1-schnell,global_converged,92.56,78.86,12.77,0.94,0.0,1630,818,49.8,5,6,1,22,3,63,0.0
100067,2026-08-14,HiDream-I1-Fast,enablement_stalled,29.44,24.02,5.16,0.27,0.0,615,320,48.0,0,0,0,5,3,2,24.02
100069,2026-08-14,HiDream-I1-Fast,enablement_stalled,31.24,25.54,5.43,0.27,0.0,655,348,46.9,0,0,0,5,4,1,25.54
100071,2026-08-14,HiDream-I1-Fast,conc_sweep_failed,94.95,70.88,22.89,1.17,0.01,1759,824,53.2,0,3,0,30,3,114,17.9
100075,2026-08-15,Nucleus-Image,global_converged,97.26,84.09,12.49,0.68,0.0,1348,684,49.3,5,7,2,21,3,39,0.0
100086,2026-08-14,Qwen-Image,robustness_escalated,55.81,36.67,18.5,0.45,0.2,819,452,44.8,30,4,4,24,14,31,0.0
100096,2026-08-14,SD-3.5-large,enablement_stalled,62.21,50.01,11.39,0.78,0.03,1507,784,48.0,0,0,0,13,6,14,50.01
100100,2026-08-15,Z-Image-Turbo,conc_sweep_done,112.11,100.67,10.74,0.69,0.01,1426,697,51.1,4,5,0,20,3,59,0.0
100110,2026-08-15,gpt-oss-120b,conc_sweep_done,110.97,77.18,33.17,0.53,0.09,2617,1189,54.6,17,4,3,43,2,186,10.75
100114,2026-08-15,gemma-4-26B-A4B-it,global_converged,166.86,110.88,49.78,5.79,0.41,2939,1506,48.8,22,12,2,47,12,95,0.0
100119,2026-08-15,Qwen3-8B,global_converged,67.61,57.42,9.28,0.89,0.03,886,444,49.9,19,12,0,16,1,55,0.0
100122,2026-08-15,DeepSeek-V4-Pro,signal,26.53,13.85,12.14,0.34,0.2,556,270,51.4,0,0,0,0,0,0,0.0
100123,2026-08-15,gemma-4-26B-A4B-it,robustness_escalated,108.89,76.04,30.67,1.97,0.21,1755,870,50.4,5,5,0,33,12,48,0.0
100124,2026-08-15,Mixtral-8x7B-Instruct-v0.1,conc_sweep_done,147.72,126.14,19.92,1.6,0.06,3208,1625,49.3,1,11,1,44,13,81,0.0
100127,2026-08-15,GLM-5.2-MXFP4,conc_sweep_done,78.76,56.78,21.33,0.65,0.0,1450,673,53.6,8,2,2,14,1,52,9.29
100129,2026-08-15,gpt-oss-120b,robustness_escalated,62.51,35.04,25.48,1.76,0.22,1278,716,44.0,0,0,0,6,0,7,35.04
100130,2026-08-15,DeepSeek-V4-Flash-0731,robustness_escalated,65.64,51.7,13.1,0.73,0.11,1467,819,44.2,0,0,0,7,1,9,51.7
100131,2026-08-15,DeepSeek-V4-Pro,global_converged,88.37,61.59,26.01,0.77,0.0,1857,880,52.6,0,6,0,25,1,116,3.68
100132,2026-08-15,Kimi-K3,conc_sweep_done,61.02,17.28,43.29,0.43,0.02,1013,542,46.5,0,0,0,13,0,70,0.0
100133,2026-08-15,Qwen3-8B,global_converged,133.01,90.21,23.17,1.25,0.09,1700,881,48.2,15,8,3,20,6,40,0.0
100134,2026-08-15,Mixtral-8x7B-Instruct-v0.1,global_converged,139.36,49.23,21.85,1.11,0.12,1490,729,51.1,13,13,1,30,6,84,0.0
100135,2026-08-15,MiniMax-M3-MXFP4,conc_sweep_done,32.62,20.53,11.65,0.42,0.02,669,299,55.3,0,0,0,11,0,47,7.24
100137,2026-08-15,Qwen3.8-2.4T-A95B-Quark-MXFP4,conc_sweep_failed,75.81,65.34,9.86,0.58,0.03,2179,1079,50.5,9,3,2,24,1,106,0.0
100142,2026-08-15,Qwen3-0.6B,global_converged,78.41,49.03,4.49,1.58,0.92,1415,792,44.0,0,0,0,18,0,55,0.0
100148,2026-08-15,MiniMax-M3-MXFP4,time_exhausted,67.56,3.83,63.5,0.22,0.0,767,587,23.5,0,0,0,1,0,1,3.83
100152,2026-08-16,gpt-oss-120b,time_exhausted,252.08,51.16,197.82,0.75,2.34,3499,2856,18.4,0,0,0,10,1,15,51.16
100153,2026-08-16,DeepSeek-V4-Flash-0731,global_converged,185.82,151.85,32.02,1.83,0.11,4039,2119,47.5,17,8,0,36,2,119,100.6
100154,2026-08-16,Qwen3.5-397B-A17B-MXFP4,global_converged,85.56,48.92,34.32,1.88,0.44,1747,888,49.2,9,4,1,12,2,22,0.0
100155,2026-08-16,DeepSeek-V4-Flash-0731,time_exhausted,236.03,34.54,197.98,0.61,2.9,3157,2703,14.4,0,0,0,5,0,10,34.54
100160,2026-08-17,Qwen3-14B-FP8,global_converged,72.97,33.24,36.37,2.93,0.43,1355,664,51.0,14,10,3,15,2,36,0.0
100161,2026-08-17,MiniMax-M3-MXFP4,time_exhausted,75.82,9.83,65.76,0.23,0.0,933,621,33.4,0,0,0,2,1,4,7.19
100162,2026-08-17,DeepSeek-V4-Pro,time_exhausted,67.62,2.96,64.56,0.11,0.0,793,599,24.5,0,0,0,1,0,3,2.96
100167,2026-08-17,gpt-oss-120b,time_exhausted,187.01,41.69,142.0,1.79,1.54,3534,1883,46.7,0,0,0,8,3,5,41.69
100181,2026-08-17,DeepSeek-V4-Pro,time_exhausted,111.35,22.44,87.5,1.41,0.0,1356,842,37.9,0,0,0,6,1,26,22.44
100185,2026-08-18,Qwen3-0.6B,global_converged,46.3,11.31,17.19,1.53,0.31,708,281,60.3,0,0,0,7,0,33,0.0
100187,2026-08-18,Qwen3.8-2.4T-A95B-Quark-MXFP4,conc_sweep_done,40.87,22.85,17.69,0.33,0.0,921,496,46.1,0,0,0,13,2,41,0.0
100188,2026-08-18,MiniMax-M3-MXFP4,signal,115.71,76.85,37.99,0.44,0.43,366,365,0.3,0,0,0,0,0,0,0.0
100190,2026-08-17,Kimi-K3,conc_sweep_done,50.85,35.36,14.93,0.56,0.0,1467,702,52.1,12,3,1,23,1,92,0.0
100191,2026-08-16,MiniMax-M3-MXFP4,conc_sweep_done,36.23,11.83,24.08,0.32,0.0,517,315,39.1,7,2,2,3,0,15,8.42
100192,2026-08-16,MiniMax-M3-MXFP4,conc_sweep_done,22.31,16.35,5.55,0.41,0.0,479,206,57.0,6,3,3,5,1,15,13.2
100193,2026-08-17,MiniMax-M3-MXFP4,conc_sweep_done,31.36,20.28,10.62,0.46,0.0,638,274,57.1,7,2,1,12,1,56,7.3
100194,2026-08-17,MiniMax-M3-MXFP4,conc_sweep_done,38.27,32.58,5.29,0.39,0.01,954,420,56.0,11,3,3,10,2,26,20.02
100195,2026-08-16,GLM-5.2-MXFP4,conc_sweep_done,115.84,68.68,46.62,0.53,0.0,2184,1072,50.9,16,4,2,27,4,87,14.91
100196,2026-08-15,DeepSeek-V4-Pro,conc_sweep_failed,27.34,16.3,10.52,0.52,0.0,609,258,57.6,5,2,2,7,1,25,9.55
100197,2026-08-16,DeepSeek-V4-Pro,time_exhausted,72.95,50.42,21.8,0.5,0.23,1350,650,51.9,0,0,0,8,1,19,47.42
100198,2026-08-16,DeepSeek-V4-Pro,conc_sweep_done,43.36,25.84,16.88,0.64,0.0,840,392,53.3,6,3,2,8,0,37,15.58
100199,2026-08-17,DeepSeek-V4-Pro,conc_sweep_done,39.65,23.76,14.88,1.01,0.0,777,340,56.2,4,2,1,10,0,39,7.9
100200,2026-08-17,DeepSeek-V4-Pro,conc_sweep_failed,71.26,47.72,23.2,0.34,0.0,1758,791,55.0,8,3,1,27,1,102,4.89
100201,2026-08-16,Qwen3.8-2.4T-A95B-Quark-MXFP4,global_converged,122.49,74.02,47.71,0.75,0.0,2217,1042,53.0,16,3,2,36,5,163,0.0
100202,2026-08-17,Qwen3.8-2.4T-A95B-Quark-MXFP4,global_converged,94.97,44.07,50.26,0.64,0.0,1580,909,42.5,18,4,3,22,1,103,0.0
100203,2026-08-17,GLM-5.2-MXFP4,time_exhausted,104.12,17.64,85.91,0.55,0.02,1271,876,31.1,0,0,0,3,0,13,17.64
100272,2026-07-27,DeepSeek-V4-Flash,signal,136.32,109.64,24.78,0.92,0.16,2729,1043,61.8,27,9,2,34,3,227,2.34
100274,2026-07-27,GLM-5.2-FP8,signal,158.31,140.03,16.75,0.73,0.07,2339,960,59.0,19,9,2,23,5,139,0.0
100275,2026-07-27,DeepSeek-V4-Pro,conc_sweep_done,160.1,137.56,20.23,1.09,0.13,2620,1054,59.8,17,10,0,26,4,131,6.67
100287,2026-07-27,Mixtral-8x7B-Instruct-v0.1,signal,10.25,6.72,3.09,0.17,0.0,172,77,55.2,0,0,0,0,0,0,0.0
100326,2026-07-29,Mixtral-8x7B-Instruct-v0.1,global_converged,235.07,140.9,88.12,0.62,0.42,2956,1623,45.1,18,8,0,25,7,75,0.0
100327,2026-07-29,Qwen3-0.6B,signal,2.9,2.26,0.59,0.05,0.0,77,27,64.9,0,0,0,2,0,12,0.0
100331,2026-07-29,Qwen3-0.6B,signal,2.7,2.09,0.55,0.04,0.01,69,24,65.2,0,0,0,2,0,9,0.0
100380,2026-08-17,Mixtral-8x7B-Instruct-v0.1,global_converged,57.83,20.08,19.85,1.48,0.09,768,385,49.9,0,0,0,11,0,38,0.0
100382,2026-08-18,Qwen3-8B,conc_sweep_done,49.89,13.91,13.48,0.92,0.08,630,315,50.0,15,3,1,9,1,35,0.0
100451,2026-07-30,Qwen3-14B-FP8,global_converged,144.03,115.13,27.04,0.78,0.15,2246,1002,55.4,12,3,0,26,13,59,0.0
100460,2026-07-31,Qwen3-8B,global_converged,254.71,3.63,190.06,1.67,1.01,1279,1201,6.1,18,20,0,24,23,6,0.0
100470,2026-07-31,DeepSeek-V4-Flash,conc_sweep_done,141.07,124.74,15.31,0.49,0.09,2390,1027,57.0,21,6,0,18,0,88,5.33
100480,2026-07-31,Qwen3.5-122B-A10B-FP8,conc_sweep_done,235.5,20.81,115.42,0.82,0.53,1298,932,28.2,0,0,0,11,0,68,0.0
100548,2026-08-01,gpt-oss-120b,conc_sweep_done,683.85,191.2,351.55,1.44,0.89,4893,2716,44.5,27,18,0,39,4,219,0.0
100646,2026-08-03,Qwen3-8B,signal,3.3,3.03,0.21,0.04,0.01,108,39,63.9,0,0,0,2,0,7,0.0
101367,2026-08-12,gemma-4-26B-A4B-it,unknown,68.64,33.5,32.12,3.02,0.01,1186,571,51.9,0,0,0,3,0,12,3.57
101381,2026-08-12,MiniMax-M3-MXFP4,signal,0.2,0.0,0.12,0.04,0.04,8,8,0.0,0,0,0,0,0,0,0.0
101382,2026-08-12,DeepSeek-V4-Pro,signal,0.05,0.0,0.0,0.0,0.05,7,7,0.0,0,0,0,0,0,0,0.0
101384,2026-08-12,MiniMax-M3-MXFP4,signal,0.21,0.0,0.12,0.04,0.05,8,8,0.0,0,0,0,0,0,0,0.0
101393,2026-08-12,DeepSeek-V4-Flash-0731,signal,193.86,186.52,6.51,0.73,0.1,81,81,0.0,0,0,0,0,0,0,0.0
101399,2026-08-12,Qwen3-14B-FP8,signal,0.05,0.0,0.0,0.0,0.05,9,8,11.1,0,0,0,0,0,0,0.0
101405,2026-08-12,Qwen3-14B-FP8,signal,26.72,23.89,2.13,0.63,0.08,44,44,0.0,0,0,0,0,0,0,0.0
101415,2026-08-12,MiniMax-M3-MXFP4,signal,295.36,290.67,3.79,0.79,0.11,68,68,0.0,0,0,0,0,0,0,0.0
101417,2026-08-12,Llama-3.1-8B-Instruct,signal,0.04,0.0,0.0,0.0,0.04,5,5,0.0,0,0,0,0,0,0,0.0
101426,2026-08-12,Qwen3.5-397B-A17B-MXFP4,signal,4.07,3.1,0.85,0.1,0.01,145,66,54.5,0,0,0,0,0,0,0.0
101430,2026-08-12,Qwen3-8B,signal,4.03,3.8,0.13,0.05,0.05,10,10,0.0,0,0,0,0,0,0,0.0
101431,2026-08-12,Qwen3.5-397B-A17B-MXFP4,signal,8.73,8.47,0.15,0.05,0.06,14,12,14.3,0,0,0,0,0,0,0.0
101444,2026-08-13,Qwen3-0.6B,signal,0.01,0.0,0.0,0.0,0.01,1,1,0.0,0,0,0,0,0,0,0.0
101445,2026-08-13,MiniMax-M3-MXFP4,signal,84.93,67.48,16.56,0.78,0.11,1608,753,53.2,0,0,0,2,0,2,8.59
101449,2026-08-13,Qwen3-0.6B,signal,5.43,2.23,3.06,0.09,0.05,131,63,51.9,0,0,0,0,0,0,0.0
101451,2026-08-13,Qwen3-0.6B,signal,70.16,50.17,18.98,0.92,0.09,1682,796,52.7,0,0,0,2,0,9,0.0
101455,2026-08-13,Qwen3-0.6B,signal,0.05,0.0,0.0,0.0,0.05,4,4,0.0,0,0,0,0,0,0,0.0
101457,2026-08-13,Qwen3-0.6B,signal,0,0.0,0.0,0.0,0.0,0,0,100.0,0,0,0,0,0,0,0.0
101458,2026-08-13,Qwen3-0.6B,signal,0,0.0,0.0,0.0,0.0,0,0,100.0,0,0,0,0,0,0,0.0
101459,2026-08-13,Qwen3-0.6B,signal,0,0.0,0.0,0.0,0.0,0,0,100.0,0,0,0,0,0,0,0.0
101460,2026-08-13,Qwen3-0.6B,signal,0,0.0,0.0,0.0,0.0,0,0,100.0,0,0,0,0,0,0,0.0
101461,2026-08-13,Kimi-K3,signal,23.66,22.24,1.08,0.27,0.06,30,30,0.0,0,0,0,2,0,8,0.0
101465,2026-08-13,Mixtral-8x7B-Instruct-v0.1,signal,44.41,40.06,3.33,0.97,0.06,62,60,3.2,0,0,0,0,0,0,0.0
101466,2026-08-13,Qwen3-0.6B,robustness_escalated,47.26,2.36,44.16,0.17,0.57,426,395,7.3,0,0,0,2,0,12,0.0
101467,2026-08-14,MiniMax-M3-MXFP4,conc_sweep_done,212.46,205.94,5.2,1.22,0.11,101,99,2.0,9,5,2,27,10,53,136.34
101480,2026-08-14,Qwen3-0.6B,signal,0.05,0.0,0.0,0.0,0.05,7,7,0.0,0,0,0,0,0,0,0.0
101488,2026-08-14,GLM-5.2-MXFP4,signal,7.59,0.0,7.43,0.04,0.11,48,48,0.0,0,0,0,0,0,0,0.0
101495,2026-08-14,GLM-5.2-MXFP4,global_converged,70.6,62.19,7.48,0.76,0.17,105,102,2.9,7,6,1,10,1,21,0.0
101497,2026-08-14,Mixtral-8x7B-Instruct-v0.1,conc_sweep_done,4.2,2.93,1.21,0.04,0.02,142,53,62.7,5,1,0,3,0,14,0.0
101498,2026-08-14,Llama-3.1-8B-Instruct,global_converged,85.19,52.33,31.48,1.07,0.3,1709,913,46.6,5,2,1,16,4,45,6.23
101499,2026-08-14,Mixtral-8x7B-Instruct-v0.1,global_converged,120.44,106.4,13.11,0.79,0.14,1446,705,51.2,11,3,1,18,1,42,0.0
101500,2026-08-14,DeepSeek-V4-Flash-0731,signal,0.01,0.0,0.0,0.0,0.01,2,2,0.0,0,0,0,0,0,0,0.0
101504,2026-08-14,Qwen3.5-397B-A17B-MXFP4,conc_sweep_done,38.3,17.2,2.72,0.29,0.07,720,275,61.8,12,2,1,12,0,61,0.0
101505,2026-08-14,Qwen3-0.6B,global_converged,111.56,81.35,29.03,0.98,0.19,2317,1148,50.5,17,8,1,26,3,81,0.0
101512,2026-08-14,Qwen3.8-2.4T-A95B-Quark-MXFP4,global_converged,89.12,79.91,7.84,1.24,0.14,129,129,0.0,6,7,1,29,3,72,0.0
101527,2026-08-14,DeepSeek-V4-Flash-0731,conc_sweep_failed,51.66,40.03,10.91,0.68,0.04,1007,420,58.3,0,0,0,13,1,40,9.4
101539,2026-08-14,DeepSeek-V4-Flash-0731,conc_sweep_failed,97.81,75.08,21.59,1.07,0.07,2133,973,54.4,0,0,0,22,3,87,14.11
101543,2026-08-14,Qwen3-8B,conc_sweep_done,73.99,59.9,13.53,0.51,0.04,1842,841,54.3,18,4,1,23,1,86,0.0
101547,2026-08-14,gemma-4-26B-A4B-it,conc_sweep_done,129.06,120.37,8.0,0.64,0.05,2043,960,53.0,3,1,0,20,8,51,0.0
101549,2026-08-14,DeepSeek-V4-Pro,time_exhausted,104.47,82.17,21.09,1.11,0.1,2653,1166,56.0,0,0,0,16,2,41,76.8
101552,2026-08-14,DeepSeek-V4-Pro,baseline_arg_error,21.04,12.9,7.64,0.51,0.0,362,168,53.6,0,0,0,2,0,7,12.9
101553,2026-08-14,gemma-4-26B-A4B-it,global_converged,194.82,162.88,30.65,1.12,0.18,3385,1517,55.2,5,2,0,38,13,69,0.0
101554,2026-08-14,GLM-5.2-MXFP4,global_converged,116.66,44.57,22.54,0.34,0.0,1538,721,53.1,5,1,0,19,0,73,11.13
101557,2026-08-15,DeepSeek-V4-Pro,baseline_failed,35.33,13.65,21.33,0.35,0.0,509,241,52.7,0,0,0,3,0,8,13.65
101561,2026-08-14,Qwen3-8B,robustness_escalated,80.78,65.57,14.2,0.92,0.08,1203,606,49.6,5,2,0,14,2,50,0.0
101563,2026-08-14,MiniMax-M3-MXFP4,conc_sweep_done,27.94,22.62,4.93,0.37,0.03,653,281,57.0,5,2,2,7,0,35,8.17
101565,2026-08-14,gpt-oss-120b,enablement_stalled,58.56,33.74,23.26,1.43,0.12,1092,603,44.8,0,0,0,8,4,8,31.21
101567,2026-08-14,DeepSeek-V4-Pro,conc_sweep_done,32.58,25.7,6.5,0.34,0.04,775,328,57.7,5,2,1,8,0,30,14.98
101577,2026-08-15,Mixtral-8x7B-Instruct-v0.1,global_converged,175.57,93.43,27.11,1.4,0.15,2655,1344,49.4,7,4,1,28,4,87,0.0
101580,2026-08-15,MiniMax-M3-MXFP4,conc_sweep_failed,40.17,34.8,4.91,0.42,0.04,997,415,58.4,4,2,2,11,0,48,10.05
101584,2026-08-15,Qwen3-0.6B,global_converged,74.79,34.39,36.31,3.75,0.34,1360,720,47.1,20,10,1,19,2,68,0.0
101585,2026-08-15,Qwen3-14B-FP8,global_converged,82.42,57.35,23.95,1.02,0.09,1607,826,48.6,18,10,2,24,2,96,0.0
101586,2026-08-15,Qwen3.5-397B-A17B-MXFP4,conc_sweep_done,75.98,46.88,28.74,0.24,0.12,1998,1009,49.5,0,0,0,29,0,154,0.0
101588,2026-08-15,MiniMax-M3-MXFP4,conc_sweep_failed,30.14,21.84,7.81,0.44,0.05,783,322,58.9,7,1,1,10,1,42,5.31
101589,2026-08-15,Qwen3.8-2.4T-A95B-Quark-MXFP4,global_converged,101.15,64.98,11.2,0.81,0.06,2390,1226,48.7,16,2,0,27,1,125,0.0
101590,2026-08-15,GLM-5.2-MXFP4,conc_sweep_failed,108.52,66.42,40.88,1.2,0.02,1915,949,50.4,0,0,0,25,6,71,6.61
101591,2026-08-15,DeepSeek-V4-Pro,conc_sweep_done,24.57,16.65,7.51,0.36,0.05,622,275,55.8,7,1,1,9,1,31,1.86
101592,2026-08-15,Llama-3.1-8B-Instruct,global_converged,104.39,45.26,55.25,3.42,0.45,1991,1002,49.7,21,8,2,19,1,72,0.0
101593,2026-08-15,DeepSeek-V4-Pro,baseline_arg_error,6.41,3.72,2.5,0.19,0.01,170,72,57.6,0,0,0,1,0,3,3.72
101594,2026-08-15,DeepSeek-V4-Pro,conc_sweep_done,45.12,18.34,5.14,0.26,0.02,544,245,55.0,9,3,3,8,0,31,4.93
101599,2026-08-15,MiniMax-M3-MXFP4,conc_sweep_done,22.3,13.64,8.27,0.39,0.0,466,201,56.9,0,0,0,6,0,26,7.81
101625,2026-08-15,GLM-5.2-MXFP4,baseline_failed,35.65,16.69,18.42,0.54,0.0,679,343,49.5,0,0,0,5,1,6,16.69
101629,2026-08-15,DeepSeek-V4-Pro,conc_sweep_done,33.85,22.41,11.13,0.31,0.0,779,321,58.8,5,2,0,12,0,49,4.9
101640,2026-08-16,MiniMax-M3-MXFP4,conc_sweep_done,28.99,17.98,10.59,0.42,0.0,698,303,56.6,7,2,2,10,0,42,7.19
