op category,Count,total_direct_kernel_time_ms,Percentage (%),Cumulative Percentage (%)
other,9819,10045.268696289062,84.41738512393462,84.41738512393462
elementwise,17671,721.4517890625,6.062861568664619,90.48024669259924
triton,1416,711.0972197265625,5.975844914969011,96.45609160756825
GEMM,24,312.4104345703125,2.625402343055348,99.0814939506236
UnaryElementwise,2583,87.9072607421875,0.7387459021384686,99.82023985276206
reduce,1829,21.39060546875,0.17976014723794193,100.0
